SpaceBarMetric,20

TimesDiedMetric,0

Level1FinishTimeMetric,
,57.6113

SpaceBarMetric,20

TimesDiedMetric,0

Level1FinishTimeMetric,

SpaceBarMetric,17

TimesDiedMetric,0

Level1FinishTimeMetric,

SpaceBarMetric,11

TimesDiedMetric,0

Level1FinishTimeMetric,

SpaceBarMetric,10

TimesDiedMetric,0

Level1FinishTimeMetric,

SpaceBarMetric,10

TimesDiedMetric,0

Level1FinishTimeMetric,
,126.3889

